index,capacity,chp,chp_capacity,city,commissioned,company,zone,eta,fuel,lat,lon,name,postcode,status,street,technology
2836,3.006,,,Ejea de los Caballeros,,"INDUSTRIAS DE DESHIDRATACION AGRICOLA, S.A. (INDASA)",ES,,Oil,42.1272823,-1.138433,"CENTRAL DE COGENERACION EN INDASA, PARA DESHIDRATADO DE ALFALFAS Y OTROS PRODUCTOS VEGETALES",,,,
2837,0.751,,,Alcarras,2000,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",ES,,Hydro,41.5630062,0.5245393,ALCARRAS - CENTRAL 12,,,,
2838,0.433,,,Alcarras,2000,"INICIATIVAS HIDROELECTRICAS ARAGON Y CATALUNA,SL",ES,,Hydro,41.5630062,0.5245393,CENTRAL 13,,,,
2839,0.81,,,Quentar,,"MICROCENTRALES DE ANDALUCIA, S.A.",ES,,Hydro,37.1920952,-3.4667577,QUENTAR,,,,
2840,3.6,,,Antella,,"HIDROELECTRICA ANTELLA-ESCALONA, SL",ES,,Hydro,39.080713,-0.5909714,ANTELLA-ESCALONA,,,,
2841,22.302,,,Cuevas del Almanzora,,"COGENERACION VILLARICOS, S.A.",ES,,Oil,37.2961366,-1.8807223,COGENERACION VILLARICOS,,,,
2842,1.4,,,Nuevalos,,"HIDROELECTRICA DEL PIEDRA, S.L.",ES,,Hydro,41.2119305,-1.7904307,LA REQUIJADA,,,,
2843,0.048,,,Errenteria,,"GRANJA EGUILUZE, S.A.T.",ES,,Oil,43.3125271,-1.8986133,GRANJA EGUILUZE,,,,
2844,0.995,,,Vitoria-Gasteiz,,"KRASLAN-LAMINADOS DE MADERA, S.A.",ES,,Natural gas,42.8465088,-2.6724025,KRASLAN,,,,
2845,4.24,,,Porrino (O),,"JOSE PINEIRO GONZALEZ E HIJOS, S.L.",ES,,Oil,38.3501734,-6.2773531,JOSE PINEIRO GONZALEZ E HIJOS,,,,
2846,5.5,,,Casas de Benitez,,"HIDROELECTRICA DEL TRASVASE, S.A",ES,,Hydro,39.3625621,-2.1296318,VILLALGORDO,,,,
2847,0.9,,,Guadassuar,1998,"CERAMICAS JORNETS, S.A.",ES,,Natural gas,39.1859294,-0.4769464,CERAMICAS JORNETS,,,,
2848,1.63,,,Bunol,,"PAPELERA SILLA, S.A.",ES,,Oil,39.4189582,-0.7909637,PAPELERA DE SILLA,,,,
2849,24.56,,,Pinos Puente,1998,"ACEITES SIERRA SUR, S.A.",ES,,Other or unspecified energy sources,37.2516033,-3.749268,SIERRA SUR ENERGIA S.A.,,,,
2850,15,,,Carmona,,"PROCESOS ECOLOGICOS CARMONA 3, S.A.",ES,,Natural gas,37.4718722,-5.6410543,PROCESOS ECOLOGICOS CARMONA 3,,,,
2851,4.8,,,Baena,,"TRATAMIENTO INTEGRAL ALPECHINES BAENA,SL",ES,,Oil,37.6173035,-4.324371,TRAINALBA,,,,
2852,0.56,,,San Esteban de Gormaz,,"HIJOS DE JAVIER GARCIA DEL VALLE, S.L.",ES,,Hydro,41.5743201,-3.2041621,SAN ESTEBAN DE GORMAZ,,,,
2853,1.163,,,Vigo,1998,"POLICLINICO DE VIGO, S.A.",ES,,Oil,42.2376602,-8.7247205,POVISA,,,,
2854,4.9,,,Caniza (A),1998,"HIDROMEDIA DE GALICIA, S.L.",ES,,Hydro,40.8888372,-6.1737306,CABO,,,,
2855,0.782,,,Alcobendas,2006,PATRONATO M. DE DEPORTES DE ALCOBENDAS,ES,,Natural gas,40.5400082,-3.6358494,POLIDEPORTIVO VALDELASFUENTES,,,,
2856,7.302,,,Quart de Poblet,2007,"TECNICAS DE COGENERACION DE QUART, S.L.",ES,,Natural gas,39.4827253,-0.4438854,"TECNICAS DE COGENERACION DE QUART, S.L.",,,,
2857,1.056,,,Ordes,,"VIRIATO, S.A.",ES,,Oil,43.076756,-8.407816,COGENERACION VIRIATO,,,,
2858,0.09,,,Bilbao,,REAL Y SANTA CASA DE MISERICORDIA,ES,,Natural gas,43.2630051,-2.9349915,REAL Y SANTA CASA DE MISERICORDIA,,,,
2859,5.415,,,Plasencia,,"HIDRO ENERGIA XANA, S.L.U.",ES,,Hydro,40.0302938,-6.0902595,EMBALSE DEL JERTE,,,,
2860,9.702,,,Antequera,2002,LACTALIS FORLASA S.L.U,ES,,Other or unspecified energy sources,37.0183652,-4.5596649,PLANTA COGENERACION ENERGIA IDM,,,,
2861,1.96,,,Talavera de la Reina,,"CIENER, S.A.U.",ES,,Hydro,39.9603798,-4.8311717,C.H. PALOMAREJO,,,,
2862,6.705,,,Villava/Atarrabia,2010,"NEWARK SAN ANDRES, S.L.",ES,,Natural gas,42.8318984,-1.6071287,INDUSTRIAS SAN ANDRES,,,,
2863,0.382,,,Sanguesa/Zangoza,,AYUNTAMIENTO DE SANGUESA,ES,,Hydro,42.5754899,-1.283336,SANGUESA,,,,
2864,1.89,,,Esteribar,,"SERVICIOS COMARCA DE PAMPLONA, S.A.",ES,,Hydro,42.9492605,-1.516429178,EUGUI,,,,
2865,0.297,,,Ontinyent,,"ENNOTEX, S.A.",ES,,Oil,38.8213929,-0.6096918,ENNOTEX,,,,
2866,2.3,,,Lozoya,,"HIDRAULICA SANTILLANA, S.A.",ES,,Hydro,40.9511238,-3.7921186,PINILLA,,,,
2867,1,,,Penafiel,2005,"INICIATIVAS ENERGETICAS COMBINADOS, S.L.",ES,,Hydro,41.5975136,-4.1227931,CENTRAL DE VALTEINA,,,,
2868,1.46,,,Sardon de Duero,2013,"NEAT ENERGY, S.L.U.",ES,,Hydro,41.6085193,-4.4339323,SARDON ALTO,,,,
2869,1.73175,,,Mondonedo,2003,SDAD. ESPANOLA DE GENERACION ELECTRICA,ES,,Hydro,43.4296687,-7.3638814,C.H. DE SALTO DE LAGOA,,,,
2870,9.99,,,Zierbena,2006,"BUNGE IBERICA, S.A.",ES,,Natural gas,43.3518319,-3.082039,"PLANTA DE SOJA DE BUNGE IBERICA, S.A.",,,,
2871,7.5,,,Legorreta,,"LA SALVADORA, S.A.",ES,,Natural gas,43.0848925,-2.1486222,LA SALVADORA,,,,
2872,2.871,,,Milagro,2005,"GREENPORT SOLUTIONS, S.L.",ES,,Natural gas,42.2418183,-1.7628016,"GREENPORT SOLUTIONS, S.L.",,,,
2873,0.133,,,Puente de Domingo Florez,,"PRODUCCION ELECTRICA DEL CABRERA, S.L",ES,,Hydro,42.4115683,-6.820899,CASTROQUILAME,,,,
2874,2.6,,,Cordoba,,"HIDROELECTRICA DE ALCOLEA, S.L",ES,,Hydro,37.8845813,-4.7760138,ALCOLEA DE CORDOBA,,,,
2875,3.4,,,Banos de Rio Tobia,2001,"GARNICA PLYWOOD BANOS DE RIO TOBIA, SAU",ES,,Natural gas,42.3348282,-2.7612306,COGENERACION MADERAS GARNICA,,,,
2876,0.382,,,Nieva de Cameros,2001,"ENERGIA DE NIEVA, S.L.",ES,,Hydro,42.2187843,-2.6675237,C.H. MOLINO DE NIEVA,,,,
2877,14.852,,,Vall dAlba,,"SERVICIOS DE COGENERACION, S.L.",ES,,Natural gas,40.17587,-0.0350962,"SERVICIOS DE COGENERACION, S.L.",,,,
2878,15,,,Carmona,,"CARMONA COGENERACION, S.A.",ES,,Natural gas,37.4718722,-5.6410543,CARMONA COGENERACION,,,,
2879,2.834,,,Bonar,2005,"HIDRO ENERGIA XANA, S.L.",ES,,Hydro,42.866767,-5.3233221,C.H. FERRERAS,,,,
2880,0.39,,,Mariana,,"HIDROELECTRICA LA TORRE, S.A.",ES,,Hydro,40.1664999,-2.1450678,C.H. LA TORRE,,,,
2881,2.928,,,Fuentepelayo,2002,"DIBAQ-DIPROTEG, S.A.",ES,,Natural gas,41.2219305,-4.1762088,DIBAQ-DIPROTEG,,,,
2882,4.074,,,Oviedo,2001,CONSORCIO DE AGUAS DE ASTURIAS,ES,,Natural gas,43.3533424,-5.87951434,C. COG. E.D.A.R. VILLAPEREZ,,,,
2883,2.06,,,Villalonga,,"CERAMICAS HIJOS DE F.MORATAL, S.A.",ES,,Natural gas,38.8853294,-0.2066001,CERAMICAS HIJOS DE F.MORATAL AMPLIACION DE RE-97D-395,,,,
2884,6.12,,,Almunia de San Juan,,"HIDRO NITRO ESPANOLA, S.A.",ES,,Hydro,41.9354353,0.2428625,ARIESTOLAS,,,,
2885,3.4,,,Estada,,"HIDRO NITRO ESPANOLA, S.A.",ES,,Hydro,42.071936,0.23388,EL CIEGO,,,,
2886,22.1,,,Puebla de Castro (La),,"HIDRO NITRO ESPANOLA, S.A.",ES,,Hydro,42.1449985,0.2872818,BARASONA (S.JOSE),,,,
2887,6.375,,,Estadilla,,"HIDRO NITRO ESPANOLA, S.A.",ES,,Hydro,42.0554406,0.2442493,ARIAS I,,,,
2888,5,,,Lena,,"FOMENSA HISPANIA, S.L.",ES,,Hydro,43.08395005,-5.792245772,BARBAO,,,,
2889,2.782,,,Lena,,"FOMENSA HISPANIA, S.L.",ES,,Hydro,43.08395005,-5.792245772,PARANA,,,,
2890,1.967,,,Valdovino,,"HIDROELECTRICA DEL FORCADAS, S.A.",ES,,Hydro,43.6068643,-8.143537,FERRERIAS,,,,
2891,3.6,,,Dumbria,,"FERROATLANTICA, S.L.",ES,,Hydro,43.0104042,-9.1179528,FERVENZA,,,,
2892,5.335,,,Vila-real,,"ITALCOGENERACION, S.A.",ES,,Other or unspecified energy sources,39.9341153,-0.0911338,ITALCOGENERACION,,,,
2893,5.575,,,Vila-real,1993,"AZUVI, S.A.",ES,,Natural gas,39.9341153,-0.0911338,AZUVI,,,,
2894,2.5,,,Vila-real,,"VENIS, S.A.",ES,,Natural gas,39.9341153,-0.0911338,VENIS,,,,
2895,0.245,,,Larraun,,"MINICENTRALES DEL LARRAUN, SL",ES,,Hydro,43.0001851,-1.937474676,INZOA,,,,
2896,1.053,,,Calasparra,,"UNION IBERICA GEST.TEC.INTEGRAL,SL",ES,,Hydro,38.2309457,-1.7000042,CENTRAL HIDR. EL PERALEJO,,,,
2897,15,,,Fortuna,,MUSA,ES,,Natural gas,38.1800547,-1.1259457,MUSA I,,,,
2898,15,,,Fortuna,,MUSA,ES,,Natural gas,38.1800547,-1.1259457,MUSA III,,,,
2899,47,,,Vitoria-Gasteiz,,"ENERGYWORKS VIT-VALL, S.L.",ES,,Natural gas,42.866419,-2.670162,NEUMATICOS MICHELIN-VITORIA,,,,
2900,0.99,,,Becerril de Campos,2007,"NUINTESA, SL",ES,,Natural gas,42.1079127,-4.6397799,PLANTA BIOMASA NUINTESA,,,,
2901,0.878,,,Plasencia,2007,"HIDROJERTE, SL. UNIPERSONAL",ES,,Hydro,40.0302938,-6.0902595,HIDROELECTRICA SAN LAZARO,,,,
2902,5.906,,,Tiurana,2007,"SALTOS Y CENTRALES DE CATALUNYA, S.A.",ES,,Hydro,41.9755539,1.2563829,C.H. RIALB 1,,,,
2903,5.499,,,Alzira,2007,"CORA COGENERACION, S.L.",ES,,Natural gas,39.1512424,-0.4346133,"CORA COGENERACION, S.L.",,,,
2904,6.8,,,Vilafames,2008,"NUEVOS PRODUCTOS CERAMICOS, S.A.",ES,,Natural gas,40.1126075,-0.0541178,CENTRAL DE COGENERACION NPC II,,,,
2905,3.0796,,,Cuntis,2008,"HIDROELECTRICA DEL UMIA, S.L.",ES,,Hydro,42.6353362,-8.5617942,C.H. SALTO DE ERMIDA,,,,
2906,0.95,,,Vegas del Condado,2007,"INVERSIONES TORIO, S.L.",ES,,Hydro,42.6837669,-5.3652609,LOS MOLINOS DEL SOTO,,,,
2907,0.191,,,Torregrossa,2008,"REIG-PASTOR, SCP",ES,,Biomass and biogas,41.5806612,0.8320746,BIOGAS REIG PASTOR,,,,
2908,0.91,,,Nava,,"H. RIO LENA, S.A.",ES,,Hydro,43.3582216,-5.5056766,PERANCHO,,,,
2909,9.194,,,Puente de Genave,2006,EL PUENTE ACEITES Y SUBPRODUCTOS S.L.,ES,,Natural gas,38.3545624,-2.8031995,BIOGAS Y ENERGIA,,,,
2910,3.1,,,Orbara,,"ACCIONA ENERGIA, S.A.",ES,,Hydro,42.9661373,-1.2417917,BETOLEGUI,,,,
2911,2.32,,,Oroz-Betelu,,"ACCIONA ENERGIA, S.A.",ES,,Hydro,42.8955387,-1.3037633,IRATI,,,,
2912,15,,,Artajona,2005,NEOELECTRA SC ECONERGIA NAVARRA S.L.,ES,,Natural gas,42.5876058,-1.7644227,TRATAMIENTO DE PURINES,,,,
2913,1.126,,,Puig-reig,1988,"HIDRODATA, SA",ES,,Hydro,41.9735499,1.8775308,CH AMETLLA DE MEROLA,,,,
2914,0.499,,,Baga,1994,"HIDRODATA, SA",ES,,Hydro,42.2527659,1.8625903,CH BAGA,,,,
2915,1.2,,,Queralbs,1989,"HIDRODATA, SA",ES,,Hydro,42.3495722,2.1632838,CH DAIO,,,,
2916,6.455,,,Queralbs,1999,"HIDRODATA, SA",ES,,Hydro,42.3495722,2.1632838,CH FRESER,,,,
2917,0.5,,,Quintana del Castillo,,"ENEL GREEN POWER ESPANA, S.L.",ES,,Hydro,42.6609311,-6.0467645,VILLAMECA,,,,
2918,0.27,,,Nava de la Asuncion,,"GRES DE NAVA, S.L.",ES,,Oil,41.1555121,-4.4878095,GRES DE NAVA,,,,
2919,13.6,,,Zaragoza,,"SYRAL IBERIA, S.A.",ES,,Natural gas,41.84004695,-1.169509009,AMYLUM IBERICA,,,,
2920,9.7,,,Roda de Andalucia (La),2002,"NEO SC LA RODA, S.L.U.",ES,,Natural gas,37.2001223,-4.7782716,COGENERACION MIGASA-LA RODA,,,,
2921,1.4,,,Cabezon de la Sal,,"RECICLADOS DE CABEZON, S.L.",ES,,Natural gas,43.3080667,-4.2358532,CERAMICA DE CABEZON,,,,
2922,3.795,,,Lama (A),2005,"NORVENTO HIDRAULICA, S.L.U.",ES,,Hydro,43.2682564,-3.3114739,APROV. HIDROELECTRICO DEL RIO XIESTA,,,,
2923,1,,,Porrino (O),2013,PESCANOVA ESPANA S.L.U.,ES,,Oil,38.3501734,-6.2773531,FRINOVA,,,,
2924,0.51,,,Casserres,1997,"DEMOTAIL, S.L.",ES,,Hydro,42.0138199,1.843045,GUIXARO,,,,
2925,0.365,,,Casserres,1989,"HIDROELECTRICA DEL PEDRAFORCA, S.A.",ES,,Hydro,42.0138199,1.843045,HIDROELECTRICA PEDRAFORCA,,,,
2926,0.35,,,Beteta,2007,MARIA AMOR GUINEA BUENO,ES,,Hydro,40.572657,-2.0759798,C.H. SOLAN DE CABRAS,,,,
2927,0.9,,,Bescano,,"PROMOCIONS ENERGETIQUES, S.A.",ES,,Hydro,41.9670349,2.7389937,BESCANO,,,,
2928,0.15,,,Espinosa de Henares,,"IPSILON GREEN POWER, S.A.",ES,,Hydro,40.9040888,-3.0717774,ESPINOSA DE HENARES,,,,
2929,5,,,Lodosa,,"ACCIONA ENERGIA, S.A.",ES,,Hydro,42.4241886,-2.0785646,LODOSA,,,,
2930,0.265,,,Girona,,ENDESA COGENERACION Y RENOVABLES S.A.(50%) Y  MARTI CASAS ROSELL (50%),ES,,Hydro,41.9793006,2.8199439,CASAS,,,,
2931,0.492,,,Ribesalbes,1995,"JOSE OSET Y CIA, S.L.",ES,,Natural gas,40.0223607,-0.2785144,RIBESALBES,,,,
2932,0.68,,,Morentin,,"ELECTRA ITURMAYOR, S.L.",ES,,Hydro,42.6123241,-2.0136591,MORENTIN,,,,
2933,0.456,,,Bescano,,"BENJAC, S.A.",ES,,Hydro,41.9670349,2.7389937,BESCANO,,,,
2934,1.21,,,Pereiro de Aguiar (O),,"NAVARRO GENERACION, S.A.",ES,,Hydro,42.3464919,-7.800898069,CASTADON,,,,
2935,4.2,,,Soutomaior,,"ELECDEY, S.L.",ES,,Hydro,42.3367549,-8.5712973,PONTE INFERNO,,,,
2936,3.5,,,Almussafes,,"ERCROS INDUSTRIAL, SA, S.A.",ES,,Natural gas,39.2924334,-0.4138577,"ERCROS INDUSTRIAL, SA",,,,
2937,0.323,,,Navarcles,,"GUITART Y SALVADO, S.A.",ES,,Hydro,41.7531567,1.9033612,CAN GALOBART,,,,
2938,0.065,,,Ogassa,,"CLAUDITREMPS, S.L.",ES,,Hydro,42.2656267,2.2777794,CAN BENET,,,,
2939,0.55,,,Navia de Suarna,,"CENTRAL DE MASEIRINOS, S.L.",ES,,Hydro,42.9638298,-6.956469362,MASEIRINOS,,,,
2940,0.547,,,Covelo,,"CENTRAL ELECTRICA MACEIRA, S.L.",ES,,Hydro,42.2320889,-8.363387,MACEIRA I,,,,
2941,2.58,,,Guejar Sierra,,"CENTRAL HIDRAULICA GUEJAR-SIERRA,SL",ES,,Hydro,37.15984,-3.4386253,MAITENA,,,,
2942,1.5,,,Toledo,,"MINICENTRALES DOS, S.A.",ES,,Hydro,39.8560679,-4.0239568,LAVADERO SAN BERNARDO,,,,
2943,0.08,,,Guardiola de Bergueda,,HIDROBAGA,ES,,Hydro,42.2338584,1.8792389,LA FARGA,,,,
2944,0.5,,,Ripoll,,"BADULA, S.A.",ES,,Hydro,42.1982391,2.1932496,LA ESCALA,,,,
2945,1.2,,,Gosol,,"INDUSTRIAL AIGUA DE VALLS, S.A.",ES,,Hydro,42.2365129,1.6605511,LA COLLADA,,,,
2946,6.412,,,Alguazas,2010,"VEGETALES Y CONGELADOS, S.A.(VECONSA)",ES,,Other bioenergy and renewable waste,38.0515024,-1.2416437,COGENERACION VECONSA,,,,
2947,0.086,,,Cabrera dAnoia,,"PATRIMONIAL VALLBONA, S.L.",ES,,Hydro,41.4905905,1.707607412,CA L AFOU,,,,
2948,0.525,,,Arakil,2000,"KILARA, S.L.",ES,,Hydro,42.9114974,-1.874174087,SATRUSTEGUI,,,,Run-of-river
2949,0.13,,,Ribaforada,,COOPERATIVA AGRICOLA SAN BLAS S.COOP.,ES,,Natural gas,41.9981387,-1.5126628,COOPERATIVA AGRICOLA SAN BLAS S.COOP.,,,,
2950,16.3,,,Gerindote,,"URBASER, S.A.",ES,,Natural gas,39.9655586,-4.3022455,TRATAMIENTO DE PURINES GERINDOTE,,,,
2951,1.4,,,Coruna (A),,"INDUSTRIALES PANADEROS ASOCIADOS, S.A.",ES,,Natural gas,43.0565609,-8.5296941,INDUSTRIALES PANADEROS ASOCIADOS,,,,
2952,0.055,,,Herrera de Pisuerga,,BALBINA GUTIERREZ GIMON,ES,,Hydro,42.5938269,-4.3310029,LA CUARTA,,,,
2953,0.157,,,Camprodon,,"FLUID ELECTRIC CAMPRODON, S.L.",ES,,Hydro,42.3110835,2.3651177,ROCASSES,,,,
2954,1.888,,,Corcos,1999,"ELECTRICA SAN MARTIN, S.L.",ES,,Hydro,41.8033973,-4.683242045,AGUILAREJO,,,,
2955,3.192,,,Villar del Arzobispo,1999,"CERAMOSA, S.L.",ES,,Natural gas,39.7337011,-0.8273481,CERAMOSA,,,,
2956,1.984,,,Elciego,2000,"AGROELECTRICA TUDELANA, S.A.",ES,,Hydro,42.5153808,-2.6181739,ELCIEGO,,,,
2957,3.14,,,Leon,1999,"ENERGIAS ALTERNATIVAS DEL BIERZO I, S.A.",ES,,Hydro,42.5989995,-5.5682413,BOCANA DEL CASAR,,,,
2958,1.2,,,Villafranca de los Barros,,VINICOLA DEL OESTE,ES,,Natural gas,38.5613352,-6.3392388,VINICOLA DEL OESTE,,,,
2959,2.766,,,Pantoja,,"NUEVA CERAMICA MODERNA, S.L.",ES,,Natural gas,40.0454287,-3.8354787,NUEVA CERAMICA MODERNA,,,,
2960,0.68,,,Cistierna,,"COMPLEJO CARNICO PICOS DE EUROPA, S.A.",ES,,Oil,42.8031246,-5.1268223,COMPLEJO CARNICO PICOS DE EUROPA,,,,
2961,13.844,,,Atarfe,,"OLEOENERGIA JIMENA, S.A.",ES,,Natural gas,37.2226964,-3.6865662,OLEOENERGIA JIMENA II,,,,
2962,1,,,Guadalajara,,"AVICU, S.A.",ES,,Natural gas,40.7399963,-2.505930026,AVICU PIENSOS,,,,
2963,1.46,,,Ejea de los Caballeros,,"ERCA CINCO VILLAS-1, S.L.",ES,,Oil,42.1272823,-1.138433,ERCA CINCO VILLAS-1,,,,
2964,1.04,,,Mira,,"PURENER, S.A.",ES,,Oil,39.7210593,-1.4395226,TRATAMIENTO DE PURINES DE MIRA,,,,
2965,0.3,,,Fonsagrada (A),,ALFREDO FERNANDEZ GONZALEZ,ES,,Hydro,42.5933149,-2.6225071,BURON,,,,
2966,2.912,,,Madrid,,"IBERIA, LINEAS AEREAS DE ESPANA",ES,,Natural gas,40.4167047,-3.7035825,IBERIA LINEAS AEREAS DE ESPANA,,,,
2967,1.569,,,Valladolid,,"QUESERIAS ENTREPINARES, S.A.",ES,,Natural gas,41.6521328,-4.728562,QUESERIAS ENTREPINARES,,,,
2968,5,,,Pliego,,"CEFU, S.A.",ES,,Natural gas,37.9884543,-1.5061409,FINCA LA ESPERANZA - PLIEGO,,,,
2969,0.21,,,Ainsa-Sobrarbe,,"PIRENAICA DE TURISMO, S.A.",ES,,Hydro,42.33480205,0.05648515,CENTRAL HIDROELECTRICA DE CANDANCHU,,,,
2970,14.95,,,Tuejar,,"ROS ROCA, S.A.",ES,,Natural gas,39.7653342,-1.0406176,ROS ROCA (PLANTA TUEJAR),,,,
2971,2.095,,,Numancia de la Sagra,2004,"SENORIOS COGENERACION, S.L.",ES,,Natural gas,40.0785096,-3.8569693,MAZARRON  COGENERACION,,,,
2972,42,,,Torrelavega,1998,"SOLVAY QUIMICA, S.L.",ES,,Natural gas,43.376356,-4.042517,SOLVAY II,,,,
2973,5.088,,,Terrassa,,"COLASEM, A.I.E.",ES,,Natural gas,41.5629885,2.0102442,COLASEM,,,,
2974,5.008,,,Sadaba,,"MINICENTRALES DEL CANAL DE LAS BARDENAS, A.I.E.",ES,,Hydro,42.2820748,-1.2717767,LA PARDINA,,,,
2975,2.038,,,Leon,,MANCOMUNIDAD MUN.SANEAM. INT.LEON Y ALF,ES,,Natural gas,42.5989995,-5.5682413,E. D. A. R. LEON Y SU ALFOZ,,,,
2976,8.154,,,Cartaya,,"ONULENO, S.L.",ES,,Natural gas,37.2831601,-7.1549301,E I E,,,,
2977,15.159,,,Carmona,,"BECOSA ENERGIAS RENOVABLES, S.A.",ES,,Natural gas,37.4718722,-5.6410543,BECOSA-CARMONA,,,,
2978,2.07,,,Bande,,"CADOS 99, S.A.",ES,,Hydro,42.0316148,-7.9749081,CADOS,,,,
2979,2.914,,,Alcala de Henares,2000,"SMURFIT ESPANA,S.A (1%) Y TEC 94,SA (99%",ES,,Natural gas,40.4818396,-3.3644973,"SMURFIT ESPANA,S.A. (ALCALA)-TEC 94, S.A.",,,,
2980,3.33,,,Albacete,,"IESA INTERMALTA ENERGIA, S.A.",ES,,Natural gas,38.9890121,-1.8548699,"COGENERACION IESA INTERMALTA, S.A.",,,,
2981,0.73,,,Bilbao,,"SANTA ANA DE BOLUETA, S.A.",ES,,Hydro,43.2630051,-2.9349915,SANTA ANA DE BOLUETA,,,,
2982,5.1,,,Archidona,,"PLASTICOS IMA, S.A",ES,,Natural gas,37.0949676,-4.3909774,PLASTICOS IMA,,,,
2983,14.94,,,Mesegar de Tajo,,"SINAE, ENERGIA Y MEDIO AMBIENTE, S.A.",ES,,Other or unspecified energy sources,39.9253874,-4.5020573,PLANTA DE PURINES EN MESEGAR DE TAJO,,,,
2984,14.95,,,Bellcaire dUrgell,,"BELLCAIRE-ENERCORR XXI, S.L.",ES,,Natural gas,41.7589072,0.904537,ENERCORR-BELLCAIRE,,,,
2985,14.14,,,Torres de Cotillas (Las),,"TECNICAS REUNIDAS ECOLOGIA, S.A.",ES,,Natural gas,,,AGROPOR,,,,
2986,15.159,,,Fuente Alamo de Murcia,,"BECOSA ENERGIAS RENOVABLES, S.A.",ES,,Natural gas,37.7226135,-1.1722273,LA ALJORRA - CARTAGENA 2,,,,
2987,6.034,,,Lietor,,"IBERENOVA PROMOCIONES, S.A.",ES,,Hydro,38.5422894,-1.9558045,LA RAPIDA N 1 DE FONTANAR,,,,
2988,0.294,,,Callus,,ENERGIA I MEDI AMBIENT DEL BAGES SL,ES,,Hydro,41.7824664,1.7837664,CAN CABALLE,,,,
2989,0.06,,,Blanes,,CONSORCI SANITARI DE LA SELVA,ES,,Natural gas,41.6756178,2.7932391,CONSORCI SANITARI LA SELVA,,,,
2990,13.4,,,Vendrell (El),,"RENCAT, A.I.E.",ES,,Natural gas,41.2199677,1.5348566,"REVERTE, SA",,,,
2991,1.32,,,Taboada,,"CORTIZO HIDROELECTRICAS, S.A.",ES,,Hydro,42.7156699,-7.7629848,MOREDA,,,,
2992,0.508,,,Sant Joan de Moro,,"GAROGRES, S.A.",ES,,Natural gas,40.0609116,-0.1371097,GAROGRES,,,,
2993,0.979,,,Pantoja,2011,"CERAMICA LA PALOMA, S.L.",ES,,Other or unspecified energy sources,40.0454287,-3.8354787,LA PALOMA,,,,
2994,0.922,,,Pantoja,2008,"CERAMICA SAN JAVIER, S.L.",ES,,Natural gas,40.0454287,-3.8354787,CERAMICA SAN JAVIER,,,,
2995,1.5,,,Mequinenza,1999,"COGENERACION CARBONIFERA, S.L.U.",ES,,Natural gas,41.341037,0.234478005,PLANTA DE COGENERACION EN CARBONIFERA DEL EBRO AMPLIADA,,,,
2996,2.7,,,Biescas,,"ACCIONA SALTOS DE AGUA, S.L.",ES,,Hydro,42.616985,-0.296996,BIESCAS I,,,,
2997,0.525,,,Tudela,,"ACCIONA ENERGIA, S.A.",ES,,Hydro,42.063972,-1.6053391,LAS NORIAS,,,,
2998,2.072,,,Valencia,,C. HOSPITAL GRAL. UNIVERSIT.  VALENCIA,ES,,Natural gas,39.4699014,-0.3759513,C. HOSPITAL GENERAL UNIVERSITARIO DE VALENCIA,,,,
2999,3.2,,,Baztan,,"ACCIONA ENERGIA, S.A.",ES,,Hydro,43.1628833,-1.493567116,ALMANDOZ,,,,
3000,1,,,Isaba/Izaba,1988,AYUNTAMIENTO DE ISABA,ES,,Hydro,42.8613306,-0.9233297,ISABA,,,,
3001,0.31,,,Villaseca de Henares,,"EL SALTO DE LA VILLA, S.A.",ES,,Hydro,40.9605365,-2.7979676,VILLASECA,,,,
3002,0.142,,,Bejar,,BASILIO CEJUELA GOMEZ,ES,,Hydro,40.3865812,-5.7649619,JORGE-2,,,,
3003,13.18,,,Carballo,2012,"ENERGYWORKS CARBALLO, S.L.",ES,,Oil,43.2134123,-8.6891286,"ENERGYWORKS CARBALLO, S.L.",,,,
3004,0.1,,,Sant Joan de Vilatorrada,,EXPLOTACIONES ENERGETICAS DEL BAGES,ES,,Hydro,41.7422073,1.803625,GALLIFA,,,,
3005,2.4,,,Banyeres del Penedes,,"DEFIBER,S.A.",ES,,Oil,41.2791532,1.5813324,DEFIBER,,,,
3006,0.084,,,Sallent,,JUAN VILADOMAT CALVERAS,ES,,Hydro,41.8259065,1.8948758,SERRASANS,,,,
3007,46.09,,,Castellbisbal,,"STORA ENSO BARCELONA,S.A.",ES,,Natural gas,41.464178,1.955698,STORA ENSO,,,,
3008,4.694,,,Barcelona,,"MIQUEL  Y COSTAS & MIQUEL,S.A.",ES,,Natural gas,41.3828939,2.1774322,FACTORIA DE BESOS,,,,
3009,0.365,,,Sant Joan de les Abadesses,,"HILATURAS LLAUDET,S.A.",ES,,Hydro,42.233743,2.2854845,COLONIA LLAUDET,,,,
3010,0.26,,,Suria,1988,"MAS RIGOLISA, SL",ES,,Hydro,41.8328065,1.7526606,CAL JOVER,,,,
3011,0.05,,,Baga,,RAMON TOR TORNE,ES,,Hydro,42.2527659,1.8625903,MOLI DEL CASSO,,,,
3012,0.16,,,Ribes de Freser,,"LA PAPELERA DEL FRESSER,S.A.",ES,,Hydro,42.3057283,2.167817,PRAT DEL RUMI,,,,
