index,capacity,chp,chp_capacity,city,commissioned,company,zone,eta,fuel,lat,lon,name,postcode,status,street,technology
152,345,yes,,Gelsenkirchen,1970,Uniper Kraftwerke GmbH ,DE,0.35,Hard coal,51.60236802,7.009894096,Scholven,45896,shutdown,,Steam turbine
153,345,yes,,Gelsenkirchen,1971,Uniper Kraftwerke GmbH ,DE,0.3525,Hard coal,51.60236802,7.009894096,Scholven,45896,shutdown,,Steam turbine
154,676,no,,Gelsenkirchen,1979,Uniper Kraftwerke GmbH ,DE,0.3725,Hard coal,51.60236802,7.009894096,Scholven,45896,shutdown,,Steam turbine
155,133,no,,Herne,1963,Steag GmbH,DE,0.3325,Hard coal,51.550753,7.187481,KW Herne,44653,shutdown,Hertener Str. 16,Steam turbine
156,186,,,Werdohl,1971,Mark-E AG,DE,0.3525,Hard coal,51.27559,7.70637,Kraftwerk Werdohl-Elverlingsen,58791,shutdown,,Steam turbine
157,303,no,,Porta Westfalica,1970,Uniper Kraftwerke GmbH ,DE,0.35,Hard coal,52.19004,8.93318,Kraftwerk Veltheim,32457,shutdown,,Steam turbine
158,202.5,yes,,Mannheim,1966,Grosskraftwerk Mannheim AG,DE,0.34,Hard coal,49.445694,8.490444,GKM ,68199,shutdown,Marguerrestraße 1,Steam turbine
159,202.5,yes,,Mannheim,1970,Grosskraftwerk Mannheim AG,DE,0.35,Hard coal,49.445694,8.490444,GKM ,68199,shutdown,Marguerrestraße 1,Steam turbine
160,35,yes,,Flensburg,1982,Stadtwerke Flensburg GmbH,DE,0.38,Hard coal,54.80495,9.43244,Heizkraftwerk FL,24939,shutdown,Batteriestr. 48,Steam turbine
161,23,yes,,Flensburg,1978,Stadtwerke Flensburg GmbH,DE,0.37,Hard coal,54.80495,9.43244,Heizkraftwerk FL,24939,shutdown,Batteriestr. 48,Steam turbine
162,284,no,,Hamm-Uentrop,1969,RWE Generation SE,DE,0.3475,Hard coal,51.680278,7.969722,Westfalen,59071,shutdown,,Steam turbine
163,79.5,no,,Albbruck,1933,Rheinkraftwerk Albbruck- Dogern AG,DE,0.8,Hydro,47.58629,8.13207,RADAG,79774,operating,Kraftwerkstrasse 34,Run-of-river
164,0.1,no,,Alfeld,1912,Sappi Alfeld GmbH,DE,0.8,Hydro,51.98513,9.82246,Werkskraftwerk Sappi Alfeld,31061,operating,Mühlenmarsch 1,Run-of-river
165,60,no,,Amlach,1989,TIWAG-Tiroler Wasserkraft AG,AT,0.8,Hydro,46.8142048,12.761757,KW Amlach,A-9900,operating,,Run-of-river
166,15,no,,Attendorn,1965,Lister- und Lennekraftwerke GmbH,DE,0.8,Hydro,51.093173,7.86272,Bigge,57439,operating,,Run-of-river
167,40.4,no,,Bad Füssing,1944,Innwerk AG,DE,0.8,Hydro,48.3206154,13.3160755,Egglfing,94072,operating,Am Innwerk 13,Run-of-river
168,36.8,no,,Bad Säckingen,1959,EnBW Energie Baden-Württemberg AG / Energiedienst AG,DE,0.8,Hydro,47.5585312,7.9556579,Rheinkraftwerk Säckingen,79713,operating,Murger Weg 2,Run-of-river
169,360,no,,Bad Säckingen,1966,Schluchseewerk Aktiengesellschaft,DE,0.75,Hydro,47.565416,7.954035,Säckingen,79713,operating,Stollenweg 2,Pumped storage
170,23.7,no,,Bergheim,1970,Donau-Wasserkraft AG,DE,0.8,Hydro,48.750807,11.273237,Bergheim,86673,operating,,Run-of-river
171,9.9,,,Bremen (Hastedt),2012,swb Erzeugung GmbH & Co. KG,DE,0.8,Hydro,53.061134,8.864937,Weserkraftwerk Bremen,28207,operating,,Run-of-river
172,10.3,no,,Burggen,1967,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,47.739292,10.825702,Dessau,86977,operating,Dessau,Run-of-river
173,45,no,,Burghausen,1922,Wacker Chemie AG,DE,0.8,Hydro,48.1769,12.84045,Alzwerke GmbH,84489,operating,Johannes-Hess Straße 24,Run-of-river
174,11,no,,Dettingen,1927,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,48.527536,9.3488325,Dettingen,88451,operating,,Run-of-river
175,15,no,,Dingolfing,1957,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.63404,12.48369,Dingolfing,84130,operating,Bayernwerkstraße 55,Run-of-river
176,24,no,,Dogern,2009,Rheinkraftwerk Albbruck- Dogern AG,DE,0.8,Hydro,47.598482,8.170982,WKW,79804,operating,Zollstrasse,Run-of-river
177,143,no,,Edertal Hemfurth-Edersee,1931,Uniper Kraftwerke GmbH ,DE,0.75,Hydro,51.167139,9.046832,Waldeck1/Bringhausen,34549,operating,Kraftwerkstraße 10,Pumped storage
178,480,no,,Edertal Hemfurth-Edersee,1974,Uniper Kraftwerke GmbH ,DE,0.75,Hydro,51.167139,9.046832,Waldeck 2,34549,operating,Kraftwerkstraße 10,Pumped storage
179,20,no,,Edertal Hemfurth-Edersee,1915,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,51.167139,9.046832,Hemfurth,34549,operating,Ederstraße,Run-of-river
180,26,no,,Eitting,1925,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.3585905,11.8821921,Eitting,85462,operating,Am Moosrain 10,Run-of-river
181,16.4,no,,Ellenz-Poltersdorf,1963,RWE International S.E.,DE,0.8,Hydro,50.123918,7.225915,Fankel,56821,operating,,Run-of-river
182,9.7,no,,Ellgau,1952,Rhein-Main-Donau AG,DE,0.8,Hydro,48.596746,10.8789,Ellgau,86679,operating,,Run-of-river
183,18.4,no,,Enkirch,1966,RWE International S.E.,DE,0.8,Hydro,49.97667,7.127777,Enkirch,56850,operating,,Run-of-river
184,36.5,no,,Ering,1942,Innwerk AG,DE,0.8,Hydro,48.2935129,13.1585196,Ering,94140,operating,Innwerkstraße 38,Run-of-river
185,17.8,no,,Essenbach,1951,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,51.536513,14.382898,Altheim,84051,operating,Kraftwerkstraße 22,Run-of-river
186,138,,,Finnentrop,1969,Mark-E AG,DE,0.75,Hydro,51.22475,7.99281,Pumpspeicherwerk Rönkhausen,57413,operating,,Pumped storage
187,22,no,,Forbach,1918,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,48.6731884,8.355705841,Rudolf-Fettweis-Werk     ,76596,operating,Werkstraße 5,Run-of-river
188,43,no,,Forbach,1926,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,48.6693835,8.353047617,Rudolf-Fettweis-Werk     ,76596,operating,Werkstraße 5,Run-of-river
189,12.1,no,,Freudenburg,1985,RWE International S.E.,DE,0.8,Hydro,49.566954,6.592348,Serrig,54450,operating,,Run-of-river
190,25,no,,Gars,1938,VERBUND-Innkraftwerke GmbH,DE,0.8,Hydro,48.15395,12.31107,Gars,83536,operating,Agg 4,Run-of-river
191,119.1,no,,Geesthacht,1958,Vattenfall Europe Generation AG,DE,0.75,Hydro,53.42605,10.3359,Geesthacht,21502,operating,Elbuferstr. 49,Pumped storage
192,164,no,,Gemünden,1974,Donau-Wasserkraft AG,DE,0.75,Hydro,50.05313,9.58137,PSW Langenprozelten,97737,operating,,Pumped storage
193,1052,no,,Goldisthal,2004,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.50975864,11.02087498,Goldisthal,98746,operating,Am Rotseifenbach,Pumped storage
194,265,no,,Goldisthal,2003,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.50975864,11.02087498,Goldisthal,98746,operating,Am Rotseifenbach,Pumped storage
195,265,no,,Goldisthal,2004,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.50975864,11.02087498,Goldisthal,98746,operating,Am Rotseifenbach,Pumped storage
196,265,no,,Goldisthal,2004,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.50975864,11.02087498,Goldisthal,98746,operating,Am Rotseifenbach,Pumped storage
197,37.9,no,,Grenzach-Wyhlen,1912,Energiedienst AG,DE,0.8,Hydro,47.5523554,7.6580881,KW Wyhlen,79639,operating,,Run-of-river
198,66,no,,Griesbach,1955,Innwerk AG,DE,0.8,Hydro,48.5195636,13.7085052,Jochenstein,94107,operating,Am Kraftwerk 2,Run-of-river
199,160,no,,Happurg,1958,Uniper Kraftwerke GmbH ,DE,0.75,Hydro,49.48712,11.47479,Happurg,91230,special_case,Haupstraße 26,Pumped storage
200,100,no,,Häusern,1931,Schluchseewerk Aktiengesellschaft,DE,0.75,Hydro,47.75459,8.18787,Häusern,79837,operating,Schwarzabruck 2,Pumped storage
201,14,no,,Heimbach,1938,RWE International S.E.,DE,0.8,Hydro,50.628507,6.479111,Schwammenauel,52396,operating,,Run-of-river
202,16,no,,Heimbach,1905,RWE International S.E.,DE,0.8,Hydro,50.628568,6.451776,Heimbach,52396,operating,,Run-of-river
203,165,no,,Herdecke,1989,RWE Power AG,DE,0.75,Hydro,51.41048,7.45314,Koepchenwerk,58313,operating,,Pumped storage
204,10,no,,Höchstädt,1982,Mittlere Donau Kraftwerke AG,DE,0.8,Hydro,48.603156,10.582724,Höchstädt,89420,operating,,Run-of-river
205,59.8,no,,Hohenwarte,1959,Vattenfall Europe Generation AG,DE,0.8,Hydro,50.61433423,11.49212837,Hohenwarte 1,7338,operating,Preßwitzer Str. 25,Run-of-river
206,317.8,no,,Hohenwarte,1966,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.60384898,11.47517681,Hohenwarte 2,7338,operating,Preßwitzer Str. 25,Pumped storage
207,146,no,,Iffezheim,2013,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,48.83135,8.11216,Rheinkraftwerk Iffezheim,76473,operating,An der Staustufe 27,Run-of-river
208,89,no,,Imsterberg,1956,TIWAG-Tiroler Wasserkraft AG,AT,0.8,Hydro,47.212246,10.721519,KW Imst,A-6491,operating,,Run-of-river
209,19.8,no,,Ingolstadt,1971,Donau-Wasserkraft AG,DE,0.8,Hydro,48.750317,11.412153,Ingolstadt,85049,operating,,Run-of-river
210,79,no,,Jenbach,1926,TIWAG-Tiroler Wasserkraft AG,AT,0.8,Hydro,47.393249,11.788647,KW Jenbach,A-6200,operating,,Run-of-river
211,16.7,no,,Kaufering,1975,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.084026,10.864936,Kaufering,86916,operating,Lechfeldwiesen,Run-of-river
212,50,no,,Kirchdorf,1953,Innwerk AG,DE,0.8,Hydro,48.063827,10.128443,Braunau-Simbach,84375,operating,Ach 6,Run-of-river
213,14.2,no,,Kirchdorf,1959,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,48.0612649,10.1284379,Unteropfingen,88457,operating,Kraftwerkstraße 4,Run-of-river
214,16,no,,Koblenz,1951,RWE International S.E.,DE,0.8,Hydro,50.365855,7.58171,Koblenz,56073,operating,,Run-of-river
215,124,no,,Kochel am See,1924,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,47.631354,11.337054,Walchensee,82431,operating,Altjoch 21,Reservoir
216,220,no,,Kreiensen,1964,Statkraft Markets GmbH,DE,0.75,Hydro,51.89912,9.92452,Erzhausen,37547,operating,,Pumped storage
217,144.5,no,,Kühtai,1981,TIWAG-Tiroler Wasserkraft AG,AT,0.8,Hydro,47.207784,11.005735,KW Kühtai,A-6183,operating,,Run-of-river
218,144.5,no,,Kühtai,1981,TIWAG-Tiroler Wasserkraft AG,AT,0.8,Hydro,47.207784,11.005735,KW Kühtai,A-6183,operating,,Run-of-river
219,19,no,,Küssaberg,1938,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,47.57136,8.33826,Rheinkraftwerk Reckingen,79790,operating,Kraftwerkstraße 24,Run-of-river
220,104.4,no,,Laufenburg,1914,Energiedienst Holding AG,CH,0.8,Hydro,47.555936,8.049404,Laufenburg,CH-5080,operating,,Run-of-river
221,10.1,,,Lauingen,1965,Obere Donau Kraftwerke AG,DE,0.8,Hydro,48.558394,10.411764,Faimingen,89415,operating,,Run-of-river
222,10.1,no,,Lechbruck,1966,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,47.71598,10.825785,Urspring,86983,operating,Via Claudia,Run-of-river
223,19.2,no,,Lechbruck,1971,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,47.692726,10.797592,Prem,86983,operating,Am Premer Lechsee,Run-of-river
224,20,no,,Lehmen,1962,RWE International S.E.,DE,0.8,Hydro,50.274724,7.458957,Lehmen,56332,operating,,Run-of-river
225,1045.2,no,,Markersbach,1980,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.51938,12.87976,Markersbach,8352,operating,Oberbeckenstr. 8,Pumped storage
226,175,no,,Markersbach,1980,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.51938,12.87976,Markersbach,8352,operating,Oberbeckenstr. 8,Pumped storage
227,175,no,,Markersbach,1980,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.51938,12.87976,Markersbach,8352,operating,Oberbeckenstr. 8,Pumped storage
228,175,no,,Markersbach,1980,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.51938,12.87976,Markersbach,8352,operating,Oberbeckenstr. 8,Pumped storage
229,175,no,,Markersbach,1980,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.51938,12.87976,Markersbach,8352,operating,Oberbeckenstr. 8,Pumped storage
230,175,no,,Markersbach,1980,Vattenfall Europe Generation AG,DE,0.75,Hydro,50.51938,12.87976,Markersbach,8352,operating,Oberbeckenstr. 8,Pumped storage
231,11.3,no,,Meitingen,1922,Bayerische Elektrizitätswerke GmbH,DE,0.8,Hydro,48.546994,10.86507,Meitingen,86405,operating,,Run-of-river
232,12,no,,Merching,1978,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.2704497,10.9773463,Merching,86504,operating,Friedenaustraße,Run-of-river
233,90,no,,Metzingen-Glems,1964,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,48.50499,9.28692,Pumpspeicherkraftwerk Glems,72555,operating,Unterer Hof 2,Run-of-river
234,22.3,no,,Moosburg-Pfrombach,1929,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.44132,11.99233,Pfrombach,85368,operating,Am Kraftwerk 1,Run-of-river
235,16.4,no,,Müden,1965,RWE International S.E.,DE,0.8,Hydro,52.521937,10.360381,Müden,56254,operating,,Run-of-river
236,16.4,no,,Neef,1966,RWE International S.E.,DE,0.8,Hydro,50.087362,7.135809,Neef,56858,operating,,Run-of-river
237,86,no,,Nenzing,1984,EnBW Energie Baden-Württenberg AG,AT,0.8,Hydro,47.198858,9.669638,Walgauwerk,A-06710,operating,Eichholz 1,Run-of-river
238,20.2,no,,Neuburg an der Donau,1969,Donau-Wasserkraft AG,DE,0.8,Hydro,48.734459,11.14382,Bittenbrunn,86633,operating,,Run-of-river
239,26.1,no,,Neuötting,1951,VERBUND-Innkraftwerke GmbH,DE,0.8,Hydro,48.24856,12.6882725,Neuötting,84524,operating,Innstr. 11,Run-of-river
240,16.2,no,,Niederaichbach,1951,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.6039132,12.3023425,Niederaichbach,84100,operating,Kraftwerkstraße 26,Run-of-river
241,14.8,no,,Niederviehbach,1957,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.622456,12.398037,Gummering,84183,operating,Untere Au 60,Run-of-river
242,39.8,no,,Niederwartha,1957,Vattenfall Europe Generation AG,DE,0.8,Hydro,51.09153428,13.60982895,Niederwartha,1462,operating,Am Fährhaus 4,Run-of-river
243,36.6,no,,Nußdorf,1982,Innwerk AG,DE,0.8,Hydro,47.74473,12.13573,Nußdorf,83131,operating,Am Inn 19,Run-of-river
244,30,no,,Oberaudorf,1992,Innwerk AG,DE,0.8,Hydro,47.64133,12.19903,Oberaudorf-Ebbs,83080,operating,Untere Innauen 1,Run-of-river
245,27,no,,Oberding,1924,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.3066864,11.858847,Aufkirchen,85445,operating,Bayernwerkstraße 1,Run-of-river
246,11.9,no,,Oberndorf,1954,Rhein-Main-Donau AG,DE,0.8,Hydro,48.646423,10.879086,Oberpeiching,86698,operating,,Run-of-river
247,247,no,,Partenen,1968,EnBW Energie Baden-Württemberg AG,AT,0.8,Hydro,46.96845,10.05986,Kopswerk I ,A-6794,operating,,Run-of-river
248,525,no,,Partenen,2008,EnBW Energie Baden-Württemberg AG,AT,0.8,Hydro,46.96845,10.05986,Kopswerk II ,A-6794,operating,,Run-of-river
249,29,no,,Partenen,1968,EnBW Energie Baden-Württemberg AG,AT,0.8,Hydro,46.96845,10.05986,Obervermuntwerk,A-6794,operating,,Run-of-river
250,158,no,,Partenen,1930,EnBW Energie Baden-Württemberg AG,AT,0.8,Hydro,46.96845,10.05986,Vermuntwerk,A-6794,operating,,Run-of-river
251,53.7,no,,Passau,1927,Rhein-Main-Donau AG,DE,0.8,Hydro,48.5797112,13.4082738,Kachlet,94034,operating,Schleusenweg 10,Run-of-river
252,43.2,no,,Passau,1965,Innwerk AG,DE,0.8,Hydro,48.5533054,13.4336591,Passau-Ingling,94036,operating,Innstraße 121,Run-of-river
253,19.4,no,,Perach,1977,VERBUND-Innkraftwerke GmbH,DE,0.8,Hydro,48.0261021,12.789632,Perach,84567,operating,Niederperach,Run-of-river
254,25,no,,Pfatter,1985,Rhein-Main-Donau AG,DE,0.8,Hydro,48.974806,12.344002,Geisling,93102,operating,,Run-of-river
255,12.6,no,,Pilsting-Harburg,1984,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.667862,12.660027,Landau,94431,operating,Stauseestraße 1,Run-of-river
256,12.6,no,,Plattling,1994,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,49.79434,10.1813,Pielweichs,94447,operating,An der Staustufe 1,Run-of-river
257,12.1,no,,Prittriching,1984,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.21062,10.904933,Prittriching,86931,operating,Lechstraße,Run-of-river
258,392,no,,Prutz,1964,TIWAG-Tiroler Wasserkraft AG,AT,0.8,Hydro,47.067783,10.665211,KW Kaunertal,A-6522,operating,,Run-of-river
259,10.9,no,,Rain,1955,Rhein-Main-Donau AG,DE,0.8,Hydro,48.692383,10.897786,Rain,86641,operating,,Run-of-river
260,18.9,no,,Rennertshofen,1967,Donau-Wasserkraft AG,DE,0.8,Hydro,48.735932,11.020923,Bertoldsheim,86643,operating,,Run-of-river
261,46.7,no,,Rheinfelden,2010,Energiedienst AG,DE,0.8,Hydro,47.56990573,7.810113464,KW Rheinfelden,79618,operating,,Run-of-river
262,30,no,,Rheinfelden,1931,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,47.585377,7.832657,Rheinkraftwerk Ryburg-Schwörstadt ,79603,operating,Postfach 1370,Run-of-river
263,35.1,no,,Rohrdorf,1960,VERBUND-Innkraftwerke GmbH,DE,0.8,Hydro,47.83825,12.15333,Rosenheim,83101,operating,Ahornstr. 10,Run-of-river
264,45.5,no,,Roßhaupten,1954,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,47.651451,10.735525,Roßhaupten,87672,operating,Forggenseestraße 100,Run-of-river
265,38.2,no,,Rott,1970,VERBUND-Innkraftwerke GmbH,DE,0.8,Hydro,47.96092,12.1561,Feldkirchen,83543,operating,Oberwöhrn 100,Run-of-river
266,12,no,,Scheuring,1981,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.148375,10.867023,Schwabstadl,86937,operating,Zollhaus,Run-of-river
267,12.2,no,,Scheuring,1980,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.180229,10.8833102,Scheuring,86937,operating,Lechau,Run-of-river
268,24,no,,Schleich,1962,RWE International S.E.,DE,0.8,Hydro,49.810941,6.843882,Detzem,54340,operating,,Run-of-river
269,79.8,no,,Schleiz,1932,Vattenfall Europe Generation AG,DE,0.8,Hydro,50.52438482,11.71438694,Bleiloch,7907,operating,Gräfenwarth,Run-of-river
270,12.4,no,,Schmiechen-Unterbergen,1983,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.237449,10.92718,Unterbergen,86511,operating,Lechfeldstraße,Run-of-river
271,10.5,no,,Schongau,1959,UPM GmbH,DE,0.8,Hydro,47.803187,10.904254,UPM Schongau,86956,operating,Friedrich-Haindl-Strasse 10,Run-of-river
272,16.6,no,,Schongau,1960,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,47.8001993,10.9026434,Dornau,86956,operating,Lechuferstraße 21,Run-of-river
273,500,no,,Silz,1981,TIWAG-Tiroler Wasserkraft AG,AT,0.8,Hydro,47.269606,10.967829,KW Silz,A-6424,operating,,Run-of-river
274,25,no,,Soyen,1938,VERBUND-Innkraftwerke GmbH,DE,0.8,Hydro,48.05736,12.22093,Teufelsbruck,83564,operating,Ponschabaustr. 25,Run-of-river
275,48,no,,St. Florian am Inn,1963,Innwerk AG,AT,0.8,Hydro,48.4356192,13.4415027,Schärding-Neuhaus,A-4782,operating,Badhöring 16,Run-of-river
276,23.2,no,,Stammham,1955,VERBUND-Innkraftwerke GmbH,DE,0.8,Hydro,48.24932,12.86469,Stammham,84533,operating,Innstufenstr. 15,Run-of-river
277,11.2,no,,Straßlach,1924,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,47.99629724,11.48542787,Mühltal,82064,operating,Mühltal 7,Run-of-river
278,21.5,no,,Straubing,1994,Rhein-Main-Donau AG,DE,0.8,Hydro,48.89659,12.55752,Straubing,94315,operating,Kagerser Hauptstraße 164,Run-of-river
279,12.3,no,,Tannheim,1923,EnBW Energie Baden-Württemberg AG,DE,0.8,Hydro,48.00795,10.118537,Tannheim,88459,operating,,Run-of-river
280,18,no,,Tiefenbach,1951,Stadtwerke München GmbH,DE,0.8,Hydro,48.515233,12.101041,Uppenborn 2,84184,operating,,Run-of-river
281,85.3,no,,Töging,1924,VERBUND-Innkraftwerke GmbH,DE,0.8,Hydro,48.2518176,12.5873078,Töging,84513,operating,Werkstr. 18,Run-of-river
282,3.3,no,,Trausnitz,1959,ENGIE Deutschland AG,DE,0.8,Hydro,49.55226,12.28127,Kraftwerksgruppe Pfreimd,92555,operating,Seestraße 6,Run-of-river
283,1.8,no,,Trausnitz,1952,ENGIE Deutschland AG,DE,0.8,Hydro,49.55226,12.28127,Kraftwerksgruppe Pfreimd,92555,operating,Seestraße 6,Run-of-river
284,28,no,,Trausnitz,1959,ENGIE Deutschland AG,DE,0.8,Hydro,49.55226,12.28127,Kraftwerksgruppe Pfreimd,92555,operating,Seestraße 6,Run-of-river
285,99,no,,Trausnitz,1955,ENGIE Deutschland AG,DE,0.75,Hydro,49.53002,12.28481,Kraftwerksgruppe Pfreimd,92555,operating,Seestraße 6,Pumped storage
286,18.8,no,,Trier,1961,RWE International S.E.,DE,0.8,Hydro,49.728029,6.624451,Trier,54234,operating,,Run-of-river
287,238,no,,Tschagguns,1957,EnBW Energie Baden-Württemberg AG,AT,0.8,Hydro,47.074251,9.874652,Lünerseewerk,A-6774,operating,Latschauwerk,Run-of-river
288,18.5,no,,Unterneukirchen,1920,Alzkraftwerke Heider GmbH,DE,0.8,Hydro,48.15393,12.65242,Kraftwerk 3,84579,operating,Mühlthal 1,Run-of-river
289,48,no,,Vagen,1983,Stadtwerke München GmbH,DE,0.8,Hydro,47.873938,11.87099,Leitzach 1,83620,operating,,Run-of-river
290,44,no,,Vagen,1960,Stadtwerke München GmbH,DE,0.8,Hydro,47.873938,11.87099,Leitzach 2,83620,operating,,Run-of-river
291,198,no,,Vandans,1943,EnBW Energie Baden-Württemberg AG,AT,0.8,Hydro,47.084667,9.881156,Rodundwerk I,A-6773,operating,,Run-of-river
292,295,no,,Vandans,2012,EnBW Energie Baden-Württemberg AG,AT,0.8,Hydro,47.084821,9.874559,Rodundwerk II,A-6773,operating,,Run-of-river
293,100,no,,Vianden,1964,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.9522709,6.178345597,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
294,100,no,,Vianden,1964,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.95201888,6.179156254,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
295,100,no,,Vianden,1963,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.95207199,6.178963317,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
296,100,no,,Vianden,1964,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.95213789,6.178759033,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
297,100,no,,Vianden,1962,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.95223166,6.178480975,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
298,100,no,,Vianden,1962,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.95195168,6.179282718,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
299,100,no,,Vianden,1963,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.95265484,6.177741627,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
300,100,no,,Vianden,1963,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.95217851,6.178605006,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
301,100,no,,Vianden,1963,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.9522975,6.178249128,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
302,196,no,,Vianden,1975,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.95209356,6.178855501,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
303,195,no,,Vianden,2015,Société Electrique de l'Our S.A.,LU,0.8,Hydro,49.945331,6.193905,PSW Vianden,L -9401,operating,B.P. 2,Run-of-river
304,23.3,no,,Vohburg,1992,Donau-Wasserkraft AG,DE,0.8,Hydro,48.778103,11.60119,Vohburg,85088,operating,,Run-of-river
305,12.8,no,,Walchensee,1955,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,47.554694,11.291366,Obernach,82432,operating,Einsiedl,Run-of-river
306,150,no,,Waldshut-Tiengen,1951,Schluchseewerk Aktiengesellschaft,DE,0.75,Hydro,47.61777,8.1926,Kraftwerk Waldshut,79761,operating,Kraftwerkstraße 13,Pumped storage
307,12.6,no,,Wallersorf/Ettling,1988,Uniper Kraftwerke GmbH ,DE,0.8,Hydro,48.6960722,12.7977619,Ettling,94522,operating,Kraftwerkstraße 1,Run-of-river
